# (t) 	 (c tau) 	 (p(rD,t))
4.66667e-07 	 -0.93 	 0
4.73333e-07 	 -0.929 	 0
4.8e-07 	 -0.928 	 0
4.86667e-07 	 -0.927 	 0
4.93333e-07 	 -0.926 	 0
5e-07 	 -0.925 	 0
5.06667e-07 	 -0.924 	 0
5.13333e-07 	 -0.923 	 0
5.2e-07 	 -0.922 	 0
5.26667e-07 	 -0.921 	 0
5.33333e-07 	 -0.92 	 0
5.4e-07 	 -0.919 	 0
5.46667e-07 	 -0.918 	 0
5.53333e-07 	 -0.917 	 0
5.6e-07 	 -0.916 	 0
5.66667e-07 	 -0.915 	 0
5.73333e-07 	 -0.914 	 0
5.8e-07 	 -0.913 	 0
5.86667e-07 	 -0.912 	 0
5.93333e-07 	 -0.911 	 0
6e-07 	 -0.91 	 0
6.06667e-07 	 -0.909 	 0
6.13333e-07 	 -0.908 	 0
6.2e-07 	 -0.907 	 0
6.26667e-07 	 -0.906 	 0
6.33333e-07 	 -0.905 	 0
6.4e-07 	 -0.904 	 0
6.46667e-07 	 -0.903 	 0
6.53333e-07 	 -0.902 	 0
6.6e-07 	 -0.901 	 0
6.66667e-07 	 -0.9 	 0
6.73333e-07 	 -0.899 	 0
6.8e-07 	 -0.898 	 0
6.86667e-07 	 -0.897 	 0
6.93333e-07 	 -0.896 	 0
7e-07 	 -0.895 	 0
7.06667e-07 	 -0.894 	 0
7.13333e-07 	 -0.893 	 0
7.2e-07 	 -0.892 	 0
7.26667e-07 	 -0.891 	 0
7.33333e-07 	 -0.89 	 0
7.4e-07 	 -0.889 	 0
7.46667e-07 	 -0.888 	 0
7.53333e-07 	 -0.887 	 0
7.6e-07 	 -0.886 	 0
7.66667e-07 	 -0.885 	 0
7.73333e-07 	 -0.884 	 0
7.8e-07 	 -0.883 	 0
7.86667e-07 	 -0.882 	 0
7.93333e-07 	 -0.881 	 0
8e-07 	 -0.88 	 0
8.06667e-07 	 -0.879 	 0
8.13333e-07 	 -0.878 	 0
8.2e-07 	 -0.877 	 0
8.26667e-07 	 -0.876 	 0
8.33333e-07 	 -0.875 	 0
8.4e-07 	 -0.874 	 0
8.46667e-07 	 -0.873 	 0
8.53333e-07 	 -0.872 	 0
8.6e-07 	 -0.871 	 0
8.66667e-07 	 -0.87 	 0
8.73333e-07 	 -0.869 	 0
8.8e-07 	 -0.868 	 0
8.86667e-07 	 -0.867 	 0
8.93333e-07 	 -0.866 	 0
9e-07 	 -0.865 	 0
9.06667e-07 	 -0.864 	 0
9.13333e-07 	 -0.863 	 0
9.2e-07 	 -0.862 	 0
9.26667e-07 	 -0.861 	 0
9.33333e-07 	 -0.86 	 0
9.4e-07 	 -0.859 	 0
9.46667e-07 	 -0.858 	 0
9.53333e-07 	 -0.857 	 0
9.6e-07 	 -0.856 	 0
9.66667e-07 	 -0.855 	 0
9.73333e-07 	 -0.854 	 0
9.8e-07 	 -0.853 	 0
9.86667e-07 	 -0.852 	 0
9.93333e-07 	 -0.851 	 0
1e-06 	 -0.85 	 0
1.00667e-06 	 -0.849 	 0
1.01333e-06 	 -0.848 	 0
1.02e-06 	 -0.847 	 0
1.02667e-06 	 -0.846 	 0
1.03333e-06 	 -0.845 	 0
1.04e-06 	 -0.844 	 0
1.04667e-06 	 -0.843 	 0
1.05333e-06 	 -0.842 	 0
1.06e-06 	 -0.841 	 0
1.06667e-06 	 -0.84 	 0
1.07333e-06 	 -0.839 	 0
1.08e-06 	 -0.838 	 0
1.08667e-06 	 -0.837 	 0
1.09333e-06 	 -0.836 	 0
1.1e-06 	 -0.835 	 0
1.10667e-06 	 -0.834 	 0
1.11333e-06 	 -0.833 	 0
1.12e-06 	 -0.832 	 0
1.12667e-06 	 -0.831 	 0
1.13333e-06 	 -0.83 	 0
1.14e-06 	 -0.829 	 0
1.14667e-06 	 -0.828 	 0
1.15333e-06 	 -0.827 	 0
1.16e-06 	 -0.826 	 0
1.16667e-06 	 -0.825 	 0
1.17333e-06 	 -0.824 	 0
1.18e-06 	 -0.823 	 0
1.18667e-06 	 -0.822 	 0
1.19333e-06 	 -0.821 	 0
1.2e-06 	 -0.82 	 0
1.20667e-06 	 -0.819 	 0
1.21333e-06 	 -0.818 	 0
1.22e-06 	 -0.817 	 0
1.22667e-06 	 -0.816 	 0
1.23333e-06 	 -0.815 	 0
1.24e-06 	 -0.814 	 0
1.24667e-06 	 -0.813 	 0
1.25333e-06 	 -0.812 	 0
1.26e-06 	 -0.811 	 0
1.26667e-06 	 -0.81 	 0
1.27333e-06 	 -0.809 	 0
1.28e-06 	 -0.808 	 0
1.28667e-06 	 -0.807 	 0
1.29333e-06 	 -0.806 	 0
1.3e-06 	 -0.805 	 0
1.30667e-06 	 -0.804 	 0
1.31333e-06 	 -0.803 	 0
1.32e-06 	 -0.802 	 0
1.32667e-06 	 -0.801 	 0
1.33333e-06 	 -0.8 	 0
1.34e-06 	 -0.799 	 0
1.34667e-06 	 -0.798 	 0
1.35333e-06 	 -0.797 	 0
1.36e-06 	 -0.796 	 0
1.36667e-06 	 -0.795 	 0
1.37333e-06 	 -0.794 	 0
1.38e-06 	 -0.793 	 0
1.38667e-06 	 -0.792 	 0
1.39333e-06 	 -0.791 	 0
1.4e-06 	 -0.79 	 0
1.40667e-06 	 -0.789 	 0
1.41333e-06 	 -0.788 	 0
1.42e-06 	 -0.787 	 0
1.42667e-06 	 -0.786 	 0
1.43333e-06 	 -0.785 	 0
1.44e-06 	 -0.784 	 0
1.44667e-06 	 -0.783 	 0
1.45333e-06 	 -0.782 	 0
1.46e-06 	 -0.781 	 0
1.46667e-06 	 -0.78 	 0
1.47333e-06 	 -0.779 	 0
1.48e-06 	 -0.778 	 0
1.48667e-06 	 -0.777 	 0
1.49333e-06 	 -0.776 	 0
1.5e-06 	 -0.775 	 0
1.50667e-06 	 -0.774 	 0
1.51333e-06 	 -0.773 	 0
1.52e-06 	 -0.772 	 0
1.52667e-06 	 -0.771 	 0
1.53333e-06 	 -0.77 	 0
1.54e-06 	 -0.769 	 0
1.54667e-06 	 -0.768 	 0
1.55333e-06 	 -0.767 	 0
1.56e-06 	 -0.766 	 0
1.56667e-06 	 -0.765 	 0
1.57333e-06 	 -0.764 	 0
1.58e-06 	 -0.763 	 0
1.58667e-06 	 -0.762 	 0
1.59333e-06 	 -0.761 	 0
1.6e-06 	 -0.76 	 0
1.60667e-06 	 -0.759 	 0
1.61333e-06 	 -0.758 	 0
1.62e-06 	 -0.757 	 0
1.62667e-06 	 -0.756 	 0
1.63333e-06 	 -0.755 	 0
1.64e-06 	 -0.754 	 0
1.64667e-06 	 -0.753 	 0
1.65333e-06 	 -0.752 	 0
1.66e-06 	 -0.751 	 0
1.66667e-06 	 -0.75 	 0
1.67333e-06 	 -0.749 	 0
1.68e-06 	 -0.748 	 0
1.68667e-06 	 -0.747 	 0
1.69333e-06 	 -0.746 	 0
1.7e-06 	 -0.745 	 0
1.70667e-06 	 -0.744 	 0
1.71333e-06 	 -0.743 	 0
1.72e-06 	 -0.742 	 0
1.72667e-06 	 -0.741 	 0
1.73333e-06 	 -0.74 	 0
1.74e-06 	 -0.739 	 0
1.74667e-06 	 -0.738 	 0
1.75333e-06 	 -0.737 	 0
1.76e-06 	 -0.736 	 0
1.76667e-06 	 -0.735 	 0
1.77333e-06 	 -0.734 	 0
1.78e-06 	 -0.733 	 0
1.78667e-06 	 -0.732 	 0
1.79333e-06 	 -0.731 	 0
1.8e-06 	 -0.73 	 0
1.80667e-06 	 -0.729 	 0
1.81333e-06 	 -0.728 	 0
1.82e-06 	 -0.727 	 0
1.82667e-06 	 -0.726 	 0
1.83333e-06 	 -0.725 	 0
1.84e-06 	 -0.724 	 0
1.84667e-06 	 -0.723 	 0
1.85333e-06 	 -0.722 	 0
1.86e-06 	 -0.721 	 0
1.86667e-06 	 -0.72 	 0
1.87333e-06 	 -0.719 	 0
1.88e-06 	 -0.718 	 0
1.88667e-06 	 -0.717 	 0
1.89333e-06 	 -0.716 	 0
1.9e-06 	 -0.715 	 0
1.90667e-06 	 -0.714 	 0
1.91333e-06 	 -0.713 	 0
1.92e-06 	 -0.712 	 0
1.92667e-06 	 -0.711 	 0
1.93333e-06 	 -0.71 	 0
1.94e-06 	 -0.709 	 0
1.94667e-06 	 -0.708 	 0
1.95333e-06 	 -0.707 	 0
1.96e-06 	 -0.706 	 0
1.96667e-06 	 -0.705 	 0
1.97333e-06 	 -0.704 	 0
1.98e-06 	 -0.703 	 0
1.98667e-06 	 -0.702 	 0
1.99333e-06 	 -0.701 	 0
2e-06 	 -0.7 	 0
2.00667e-06 	 -0.699 	 0
2.01333e-06 	 -0.698 	 0
2.02e-06 	 -0.697 	 0
2.02667e-06 	 -0.696 	 0
2.03333e-06 	 -0.695 	 0
2.04e-06 	 -0.694 	 0
2.04667e-06 	 -0.693 	 0
2.05333e-06 	 -0.692 	 0
2.06e-06 	 -0.691 	 0
2.06667e-06 	 -0.69 	 0
2.07333e-06 	 -0.689 	 0
2.08e-06 	 -0.688 	 0
2.08667e-06 	 -0.687 	 0
2.09333e-06 	 -0.686 	 0
2.1e-06 	 -0.685 	 0
2.10667e-06 	 -0.684 	 0
2.11333e-06 	 -0.683 	 0
2.12e-06 	 -0.682 	 0
2.12667e-06 	 -0.681 	 0
2.13333e-06 	 -0.68 	 0
2.14e-06 	 -0.679 	 0
2.14667e-06 	 -0.678 	 0
2.15333e-06 	 -0.677 	 0
2.16e-06 	 -0.676 	 0
2.16667e-06 	 -0.675 	 0
2.17333e-06 	 -0.674 	 0
2.18e-06 	 -0.673 	 0
2.18667e-06 	 -0.672 	 0
2.19333e-06 	 -0.671 	 0
2.2e-06 	 -0.67 	 0
2.20667e-06 	 -0.669 	 0
2.21333e-06 	 -0.668 	 0
2.22e-06 	 -0.667 	 0
2.22667e-06 	 -0.666 	 0
2.23333e-06 	 -0.665 	 0
2.24e-06 	 -0.664 	 0
2.24667e-06 	 -0.663 	 0
2.25333e-06 	 -0.662 	 0
2.26e-06 	 -0.661 	 0
2.26667e-06 	 -0.66 	 0
2.27333e-06 	 -0.659 	 0
2.28e-06 	 -0.658 	 0
2.28667e-06 	 -0.657 	 0
2.29333e-06 	 -0.656 	 0
2.3e-06 	 -0.655 	 0
2.30667e-06 	 -0.654 	 0
2.31333e-06 	 -0.653 	 0
2.32e-06 	 -0.652 	 0
2.32667e-06 	 -0.651 	 0
2.33333e-06 	 -0.65 	 0
2.34e-06 	 -0.649 	 0
2.34667e-06 	 -0.648 	 0
2.35333e-06 	 -0.647 	 0
2.36e-06 	 -0.646 	 0
2.36667e-06 	 -0.645 	 0
2.37333e-06 	 -0.644 	 0
2.38e-06 	 -0.643 	 0
2.38667e-06 	 -0.642 	 0
2.39333e-06 	 -0.641 	 0
2.4e-06 	 -0.64 	 0
2.40667e-06 	 -0.639 	 0
2.41333e-06 	 -0.638 	 0
2.42e-06 	 -0.637 	 0
2.42667e-06 	 -0.636 	 0
2.43333e-06 	 -0.635 	 0
2.44e-06 	 -0.634 	 0
2.44667e-06 	 -0.633 	 0
2.45333e-06 	 -0.632 	 0
2.46e-06 	 -0.631 	 0
2.46667e-06 	 -0.63 	 0
2.47333e-06 	 -0.629 	 0
2.48e-06 	 -0.628 	 0
2.48667e-06 	 -0.627 	 0
2.49333e-06 	 -0.626 	 0
2.5e-06 	 -0.625 	 0
2.50667e-06 	 -0.624 	 0
2.51333e-06 	 -0.623 	 0
2.52e-06 	 -0.622 	 0
2.52667e-06 	 -0.621 	 0
2.53333e-06 	 -0.62 	 0
2.54e-06 	 -0.619 	 0
2.54667e-06 	 -0.618 	 0
2.55333e-06 	 -0.617 	 0
2.56e-06 	 -0.616 	 0
2.56667e-06 	 -0.615 	 0
2.57333e-06 	 -0.614 	 0
2.58e-06 	 -0.613 	 0
2.58667e-06 	 -0.612 	 0
2.59333e-06 	 -0.611 	 0
2.6e-06 	 -0.61 	 0
2.60667e-06 	 -0.609 	 0
2.61333e-06 	 -0.608 	 0
2.62e-06 	 -0.607 	 0
2.62667e-06 	 -0.606 	 0
2.63333e-06 	 -0.605 	 0
2.64e-06 	 -0.604 	 0
2.64667e-06 	 -0.603 	 0
2.65333e-06 	 -0.602 	 0
2.66e-06 	 -0.601 	 0
2.66667e-06 	 -0.6 	 0
2.67333e-06 	 -0.599 	 0
2.68e-06 	 -0.598 	 0
2.68667e-06 	 -0.597 	 0
2.69333e-06 	 -0.596 	 0
2.7e-06 	 -0.595 	 0
2.70667e-06 	 -0.594 	 0
2.71333e-06 	 -0.593 	 0
2.72e-06 	 -0.592 	 0
2.72667e-06 	 -0.591 	 0
2.73333e-06 	 -0.59 	 0
2.74e-06 	 -0.589 	 0
2.74667e-06 	 -0.588 	 0
2.75333e-06 	 -0.587 	 0
2.76e-06 	 -0.586 	 0
2.76667e-06 	 -0.585 	 0
2.77333e-06 	 -0.584 	 0
2.78e-06 	 -0.583 	 0
2.78667e-06 	 -0.582 	 0
2.79333e-06 	 -0.581 	 0
2.8e-06 	 -0.58 	 0
2.80667e-06 	 -0.579 	 0
2.81333e-06 	 -0.578 	 0
2.82e-06 	 -0.577 	 0
2.82667e-06 	 -0.576 	 0
2.83333e-06 	 -0.575 	 0
2.84e-06 	 -0.574 	 0
2.84667e-06 	 -0.573 	 0
2.85333e-06 	 -0.572 	 0
2.86e-06 	 -0.571 	 0
2.86667e-06 	 -0.57 	 0
2.87333e-06 	 -0.569 	 0
2.88e-06 	 -0.568 	 0
2.88667e-06 	 -0.567 	 0
2.89333e-06 	 -0.566 	 0
2.9e-06 	 -0.565 	 0
2.90667e-06 	 -0.564 	 0
2.91333e-06 	 -0.563 	 0
2.92e-06 	 -0.562 	 0
2.92667e-06 	 -0.561 	 0
2.93333e-06 	 -0.56 	 0
2.94e-06 	 -0.559 	 0
2.94667e-06 	 -0.558 	 0
2.95333e-06 	 -0.557 	 0
2.96e-06 	 -0.556 	 0
2.96667e-06 	 -0.555 	 0
2.97333e-06 	 -0.554 	 0
2.98e-06 	 -0.553 	 0
2.98667e-06 	 -0.552 	 0
2.99333e-06 	 -0.551 	 0
3e-06 	 -0.55 	 0
3.00667e-06 	 -0.549 	 0
3.01333e-06 	 -0.548 	 0
3.02e-06 	 -0.547 	 0
3.02667e-06 	 -0.546 	 0
3.03333e-06 	 -0.545 	 0
3.04e-06 	 -0.544 	 0
3.04667e-06 	 -0.543 	 0
3.05333e-06 	 -0.542 	 0
3.06e-06 	 -0.541 	 0
3.06667e-06 	 -0.54 	 0
3.07333e-06 	 -0.539 	 0
3.08e-06 	 -0.538 	 0
3.08667e-06 	 -0.537 	 0
3.09333e-06 	 -0.536 	 0
3.1e-06 	 -0.535 	 0
3.10667e-06 	 -0.534 	 0
3.11333e-06 	 -0.533 	 0
3.12e-06 	 -0.532 	 0
3.12667e-06 	 -0.531 	 0
3.13333e-06 	 -0.53 	 0
3.14e-06 	 -0.529 	 0
3.14667e-06 	 -0.528 	 0
3.15333e-06 	 -0.527 	 0
3.16e-06 	 -0.526 	 0
3.16667e-06 	 -0.525 	 0
3.17333e-06 	 -0.524 	 0
3.18e-06 	 -0.523 	 0
3.18667e-06 	 -0.522 	 0
3.19333e-06 	 -0.521 	 0
3.2e-06 	 -0.52 	 0
3.20667e-06 	 -0.519 	 0
3.21333e-06 	 -0.518 	 0
3.22e-06 	 -0.517 	 0
3.22667e-06 	 -0.516 	 0
3.23333e-06 	 -0.515 	 0
3.24e-06 	 -0.514 	 0
3.24667e-06 	 -0.513 	 0
3.25333e-06 	 -0.512 	 0
3.26e-06 	 -0.511 	 0
3.26667e-06 	 -0.51 	 0
3.27333e-06 	 -0.509 	 0
3.28e-06 	 -0.508 	 0
3.28667e-06 	 -0.507 	 0
3.29333e-06 	 -0.506 	 0
3.3e-06 	 -0.505 	 0
3.30667e-06 	 -0.504 	 0
3.31333e-06 	 -0.503 	 0
3.32e-06 	 -0.502 	 0
3.32667e-06 	 -0.501 	 0
3.33333e-06 	 -0.5 	 0
3.34e-06 	 -0.499 	 0
3.34667e-06 	 -0.498 	 0
3.35333e-06 	 -0.497 	 0
3.36e-06 	 -0.496 	 0
3.36667e-06 	 -0.495 	 0
3.37333e-06 	 -0.494 	 0
3.38e-06 	 -0.493 	 0
3.38667e-06 	 -0.492 	 0
3.39333e-06 	 -0.491 	 0
3.4e-06 	 -0.49 	 0
3.40667e-06 	 -0.489 	 0
3.41333e-06 	 -0.488 	 0
3.42e-06 	 -0.487 	 0
3.42667e-06 	 -0.486 	 0
3.43333e-06 	 -0.485 	 0
3.44e-06 	 -0.484 	 0
3.44667e-06 	 -0.483 	 0
3.45333e-06 	 -0.482 	 0
3.46e-06 	 -0.481 	 0
3.46667e-06 	 -0.48 	 0
3.47333e-06 	 -0.479 	 0
3.48e-06 	 -0.478 	 0
3.48667e-06 	 -0.477 	 0
3.49333e-06 	 -0.476 	 0
3.5e-06 	 -0.475 	 0
3.50667e-06 	 -0.474 	 0
3.51333e-06 	 -0.473 	 0
3.52e-06 	 -0.472 	 0
3.52667e-06 	 -0.471 	 0
3.53333e-06 	 -0.47 	 0
3.54e-06 	 -0.469 	 0
3.54667e-06 	 -0.468 	 0
3.55333e-06 	 -0.467 	 0
3.56e-06 	 -0.466 	 0
3.56667e-06 	 -0.465 	 0
3.57333e-06 	 -0.464 	 0
3.58e-06 	 -0.463 	 0
3.58667e-06 	 -0.462 	 0
3.59333e-06 	 -0.461 	 0
3.6e-06 	 -0.46 	 0
3.60667e-06 	 -0.459 	 0
3.61333e-06 	 -0.458 	 0
3.62e-06 	 -0.457 	 0
3.62667e-06 	 -0.456 	 0
3.63333e-06 	 -0.455 	 0
3.64e-06 	 -0.454 	 0
3.64667e-06 	 -0.453 	 0
3.65333e-06 	 -0.452 	 0
3.66e-06 	 -0.451 	 0
3.66667e-06 	 -0.45 	 0
3.67333e-06 	 -0.449 	 0
3.68e-06 	 -0.448 	 0
3.68667e-06 	 -0.447 	 0
3.69333e-06 	 -0.446 	 0
3.7e-06 	 -0.445 	 0
3.70667e-06 	 -0.444 	 0
3.71333e-06 	 -0.443 	 0
3.72e-06 	 -0.442 	 0
3.72667e-06 	 -0.441 	 0
3.73333e-06 	 -0.44 	 0
3.74e-06 	 -0.439 	 0
3.74667e-06 	 -0.438 	 0
3.75333e-06 	 -0.437 	 0
3.76e-06 	 -0.436 	 0
3.76667e-06 	 -0.435 	 0
3.77333e-06 	 -0.434 	 0
3.78e-06 	 -0.433 	 0
3.78667e-06 	 -0.432 	 0
3.79333e-06 	 -0.431 	 0
3.8e-06 	 -0.43 	 0
3.80667e-06 	 -0.429 	 0
3.81333e-06 	 -0.428 	 0
3.82e-06 	 -0.427 	 0
3.82667e-06 	 -0.426 	 0
3.83333e-06 	 -0.425 	 0
3.84e-06 	 -0.424 	 0
3.84667e-06 	 -0.423 	 0
3.85333e-06 	 -0.422 	 0
3.86e-06 	 -0.421 	 0
3.86667e-06 	 -0.42 	 0
3.87333e-06 	 -0.419 	 0
3.88e-06 	 -0.418 	 0
3.88667e-06 	 -0.417 	 0
3.89333e-06 	 -0.416 	 0
3.9e-06 	 -0.415 	 0
3.90667e-06 	 -0.414 	 0
3.91333e-06 	 -0.413 	 0
3.92e-06 	 -0.412 	 0
3.92667e-06 	 -0.411 	 0
3.93333e-06 	 -0.41 	 0
3.94e-06 	 -0.409 	 0
3.94667e-06 	 -0.408 	 0
3.95333e-06 	 -0.407 	 0
3.96e-06 	 -0.406 	 0
3.96667e-06 	 -0.405 	 0
3.97333e-06 	 -0.404 	 0
3.98e-06 	 -0.403 	 0
3.98667e-06 	 -0.402 	 0
3.99333e-06 	 -0.401 	 0
4e-06 	 -0.4 	 0
4.00667e-06 	 -0.399 	 0
4.01333e-06 	 -0.398 	 0
4.02e-06 	 -0.397 	 0
4.02667e-06 	 -0.396 	 0
4.03333e-06 	 -0.395 	 0
4.04e-06 	 -0.394 	 0
4.04667e-06 	 -0.393 	 0
4.05333e-06 	 -0.392 	 0
4.06e-06 	 -0.391 	 0
4.06667e-06 	 -0.39 	 0
4.07333e-06 	 -0.389 	 0
4.08e-06 	 -0.388 	 0
4.08667e-06 	 -0.387 	 0
4.09333e-06 	 -0.386 	 0
4.1e-06 	 -0.385 	 0
4.10667e-06 	 -0.384 	 0
4.11333e-06 	 -0.383 	 0
4.12e-06 	 -0.382 	 0
4.12667e-06 	 -0.381 	 0
4.13333e-06 	 -0.38 	 0
4.14e-06 	 -0.379 	 0
4.14667e-06 	 -0.378 	 0
4.15333e-06 	 -0.377 	 0
4.16e-06 	 -0.376 	 0
4.16667e-06 	 -0.375 	 0
4.17333e-06 	 -0.374 	 0
4.18e-06 	 -0.373 	 0
4.18667e-06 	 -0.372 	 0
4.19333e-06 	 -0.371 	 0
4.2e-06 	 -0.37 	 0
4.20667e-06 	 -0.369 	 0
4.21333e-06 	 -0.368 	 0
4.22e-06 	 -0.367 	 0
4.22667e-06 	 -0.366 	 0
4.23333e-06 	 -0.365 	 0
4.24e-06 	 -0.364 	 0
4.24667e-06 	 -0.363 	 0
4.25333e-06 	 -0.362 	 0
4.26e-06 	 -0.361 	 0
4.26667e-06 	 -0.36 	 0
4.27333e-06 	 -0.359 	 0
4.28e-06 	 -0.358 	 0
4.28667e-06 	 -0.357 	 0
4.29333e-06 	 -0.356 	 0
4.3e-06 	 -0.355 	 0
4.30667e-06 	 -0.354 	 0
4.31333e-06 	 -0.353 	 0
4.32e-06 	 -0.352 	 0
4.32667e-06 	 -0.351 	 0
4.33333e-06 	 -0.35 	 0
4.34e-06 	 -0.349 	 0
4.34667e-06 	 -0.348 	 0
4.35333e-06 	 -0.347 	 0
4.36e-06 	 -0.346 	 0
4.36667e-06 	 -0.345 	 0
4.37333e-06 	 -0.344 	 0
4.38e-06 	 -0.343 	 0
4.38667e-06 	 -0.342 	 0
4.39333e-06 	 -0.341 	 0
4.4e-06 	 -0.34 	 0
4.40667e-06 	 -0.339 	 0
4.41333e-06 	 -0.338 	 0
4.42e-06 	 -0.337 	 0
4.42667e-06 	 -0.336 	 0
4.43333e-06 	 -0.335 	 0
4.44e-06 	 -0.334 	 0
4.44667e-06 	 -0.333 	 0
4.45333e-06 	 -0.332 	 0
4.46e-06 	 -0.331 	 0
4.46667e-06 	 -0.33 	 0
4.47333e-06 	 -0.329 	 0
4.48e-06 	 -0.328 	 0
4.48667e-06 	 -0.327 	 0
4.49333e-06 	 -0.326 	 0
4.5e-06 	 -0.325 	 0
4.50667e-06 	 -0.324 	 0
4.51333e-06 	 -0.323 	 0
4.52e-06 	 -0.322 	 0
4.52667e-06 	 -0.321 	 0
4.53333e-06 	 -0.32 	 0
4.54e-06 	 -0.319 	 0
4.54667e-06 	 -0.318 	 0
4.55333e-06 	 -0.317 	 0
4.56e-06 	 -0.316 	 0
4.56667e-06 	 -0.315 	 0
4.57333e-06 	 -0.314 	 0
4.58e-06 	 -0.313 	 0
4.58667e-06 	 -0.312 	 0
4.59333e-06 	 -0.311 	 0
4.6e-06 	 -0.31 	 0
4.60667e-06 	 -0.309 	 0
4.61333e-06 	 -0.308 	 0
4.62e-06 	 -0.307 	 0
4.62667e-06 	 -0.306 	 0
4.63333e-06 	 -0.305 	 0
4.64e-06 	 -0.304 	 0
4.64667e-06 	 -0.303 	 0
4.65333e-06 	 -0.302 	 0
4.66e-06 	 -0.301 	 0
4.66667e-06 	 -0.3 	 0
4.67333e-06 	 -0.299 	 0
4.68e-06 	 -0.298 	 0
4.68667e-06 	 -0.297 	 0
4.69333e-06 	 -0.296 	 0
4.7e-06 	 -0.295 	 0
4.70667e-06 	 -0.294 	 0
4.71333e-06 	 -0.293 	 0
4.72e-06 	 -0.292 	 0
4.72667e-06 	 -0.291 	 0
4.73333e-06 	 -0.29 	 0
4.74e-06 	 -0.289 	 0
4.74667e-06 	 -0.288 	 0
4.75333e-06 	 -0.287 	 0
4.76e-06 	 -0.286 	 0
4.76667e-06 	 -0.285 	 0
4.77333e-06 	 -0.284 	 0
4.78e-06 	 -0.283 	 0
4.78667e-06 	 -0.282 	 0
4.79333e-06 	 -0.281 	 0
4.8e-06 	 -0.28 	 0
4.80667e-06 	 -0.279 	 0
4.81333e-06 	 -0.278 	 0
4.82e-06 	 -0.277 	 0
4.82667e-06 	 -0.276 	 0
4.83333e-06 	 -0.275 	 0
4.84e-06 	 -0.274 	 0
4.84667e-06 	 -0.273 	 0
4.85333e-06 	 -0.272 	 0
4.86e-06 	 -0.271 	 0
4.86667e-06 	 -0.27 	 0
4.87333e-06 	 -0.269 	 0
4.88e-06 	 -0.268 	 0
4.88667e-06 	 -0.267 	 0
4.89333e-06 	 -0.266 	 0
4.9e-06 	 -0.265 	 0
4.90667e-06 	 -0.264 	 0
4.91333e-06 	 -0.263 	 0
4.92e-06 	 -0.262 	 0
4.92667e-06 	 -0.261 	 0
4.93333e-06 	 -0.26 	 0
4.94e-06 	 -0.259 	 0
4.94667e-06 	 -0.258 	 0
4.95333e-06 	 -0.257 	 0
4.96e-06 	 -0.256 	 0
4.96667e-06 	 -0.255 	 0
4.97333e-06 	 -0.254 	 0
4.98e-06 	 -0.253 	 0
4.98667e-06 	 -0.252 	 0
