# (t) 	 (c tau) 	 (p0) 	 (pzD) 	 (p0FF)
0 	 -1.4 	 0 	 0 	 0
6.66667e-09 	 -1.399 	 0 	 0 	 0
1.33333e-08 	 -1.398 	 0 	 0 	 0
2e-08 	 -1.397 	 0 	 0 	 0
2.66667e-08 	 -1.396 	 0 	 0 	 0
3.33333e-08 	 -1.395 	 0 	 0 	 0
4e-08 	 -1.394 	 0 	 0 	 0
4.66667e-08 	 -1.393 	 0 	 0 	 0
5.33333e-08 	 -1.392 	 0 	 0 	 0
6e-08 	 -1.391 	 0 	 0 	 0
6.66667e-08 	 -1.39 	 0 	 0 	 0
7.33333e-08 	 -1.389 	 0 	 0 	 0
8e-08 	 -1.388 	 0 	 0 	 0
8.66667e-08 	 -1.387 	 0 	 0 	 0
9.33333e-08 	 -1.386 	 0 	 0 	 0
1e-07 	 -1.385 	 0 	 0 	 0
1.06667e-07 	 -1.384 	 0 	 0 	 0
1.13333e-07 	 -1.383 	 0 	 0 	 0
1.2e-07 	 -1.382 	 0 	 0 	 0
1.26667e-07 	 -1.381 	 0 	 0 	 0
1.33333e-07 	 -1.38 	 0 	 0 	 0
1.4e-07 	 -1.379 	 0 	 0 	 0
1.46667e-07 	 -1.378 	 0 	 0 	 0
1.53333e-07 	 -1.377 	 0 	 0 	 0
1.6e-07 	 -1.376 	 0 	 0 	 0
1.66667e-07 	 -1.375 	 0 	 0 	 0
1.73333e-07 	 -1.374 	 0 	 0 	 0
1.8e-07 	 -1.373 	 0 	 0 	 0
1.86667e-07 	 -1.372 	 0 	 0 	 0
1.93333e-07 	 -1.371 	 0 	 0 	 0
2e-07 	 -1.37 	 0 	 0 	 0
2.06667e-07 	 -1.369 	 0 	 0 	 0
2.13333e-07 	 -1.368 	 0 	 0 	 0
2.2e-07 	 -1.367 	 0 	 0 	 0
2.26667e-07 	 -1.366 	 0 	 0 	 0
2.33333e-07 	 -1.365 	 0 	 0 	 0
2.4e-07 	 -1.364 	 0 	 0 	 0
2.46667e-07 	 -1.363 	 0 	 0 	 0
2.53333e-07 	 -1.362 	 0 	 0 	 0
2.6e-07 	 -1.361 	 0 	 0 	 0
2.66667e-07 	 -1.36 	 0 	 0 	 0
2.73333e-07 	 -1.359 	 0 	 0 	 0
2.8e-07 	 -1.358 	 0 	 0 	 0
2.86667e-07 	 -1.357 	 0 	 0 	 0
2.93333e-07 	 -1.356 	 0 	 0 	 0
3e-07 	 -1.355 	 0 	 0 	 0
3.06667e-07 	 -1.354 	 0 	 0 	 0
3.13333e-07 	 -1.353 	 0 	 0 	 0
3.2e-07 	 -1.352 	 0 	 0 	 0
3.26667e-07 	 -1.351 	 0 	 0 	 0
3.33333e-07 	 -1.35 	 0 	 0 	 0
3.4e-07 	 -1.349 	 0 	 0 	 0
3.46667e-07 	 -1.348 	 0 	 0 	 0
3.53333e-07 	 -1.347 	 0 	 0 	 0
3.6e-07 	 -1.346 	 0 	 0 	 0
3.66667e-07 	 -1.345 	 0 	 0 	 0
3.73333e-07 	 -1.344 	 0 	 0 	 0
3.8e-07 	 -1.343 	 0 	 0 	 0
3.86667e-07 	 -1.342 	 0 	 0 	 0
3.93333e-07 	 -1.341 	 0 	 0 	 0
4e-07 	 -1.34 	 0 	 0 	 0
4.06667e-07 	 -1.339 	 0 	 0 	 0
4.13333e-07 	 -1.338 	 0 	 0 	 0
4.2e-07 	 -1.337 	 0 	 0 	 0
4.26667e-07 	 -1.336 	 0 	 0 	 0
4.33333e-07 	 -1.335 	 0 	 0 	 0
4.4e-07 	 -1.334 	 0 	 0 	 0
4.46667e-07 	 -1.333 	 0 	 0 	 0
4.53333e-07 	 -1.332 	 0 	 0 	 0
4.6e-07 	 -1.331 	 0 	 0 	 0
4.66667e-07 	 -1.33 	 0 	 0 	 0
4.73333e-07 	 -1.329 	 0 	 0 	 0
4.8e-07 	 -1.328 	 0 	 0 	 0
4.86667e-07 	 -1.327 	 0 	 0 	 0
4.93333e-07 	 -1.326 	 0 	 0 	 0
5e-07 	 -1.325 	 0 	 0 	 0
5.06667e-07 	 -1.324 	 0 	 0 	 0
5.13333e-07 	 -1.323 	 0 	 0 	 0
5.2e-07 	 -1.322 	 0 	 0 	 0
5.26667e-07 	 -1.321 	 0 	 0 	 0
5.33333e-07 	 -1.32 	 0 	 0 	 0
5.4e-07 	 -1.319 	 0 	 0 	 0
5.46667e-07 	 -1.318 	 0 	 0 	 0
5.53333e-07 	 -1.317 	 0 	 0 	 0
5.6e-07 	 -1.316 	 0 	 0 	 0
5.66667e-07 	 -1.315 	 0 	 0 	 0
5.73333e-07 	 -1.314 	 0 	 0 	 0
5.8e-07 	 -1.313 	 0 	 0 	 0
5.86667e-07 	 -1.312 	 0 	 0 	 0
5.93333e-07 	 -1.311 	 0 	 0 	 0
6e-07 	 -1.31 	 0 	 0 	 0
6.06667e-07 	 -1.309 	 0 	 0 	 0
6.13333e-07 	 -1.308 	 0 	 0 	 0
6.2e-07 	 -1.307 	 0 	 0 	 0
6.26667e-07 	 -1.306 	 0 	 0 	 0
6.33333e-07 	 -1.305 	 0 	 0 	 0
6.4e-07 	 -1.304 	 0 	 0 	 0
6.46667e-07 	 -1.303 	 0 	 0 	 0
6.53333e-07 	 -1.302 	 0 	 0 	 0
6.6e-07 	 -1.301 	 0 	 0 	 0
6.66667e-07 	 -1.3 	 0 	 0 	 0
6.73333e-07 	 -1.299 	 0 	 0 	 0
6.8e-07 	 -1.298 	 0 	 0 	 0
6.86667e-07 	 -1.297 	 0 	 0 	 0
6.93333e-07 	 -1.296 	 0 	 0 	 0
7e-07 	 -1.295 	 0 	 0 	 0
7.06667e-07 	 -1.294 	 0 	 0 	 0
7.13333e-07 	 -1.293 	 0 	 0 	 0
7.2e-07 	 -1.292 	 0 	 0 	 0
7.26667e-07 	 -1.291 	 0 	 0 	 0
7.33333e-07 	 -1.29 	 0 	 0 	 0
7.4e-07 	 -1.289 	 0 	 0 	 0
