# (t) 	 (c tau) 	 (p0) 	 (pzD) 	 (p0FF)
0 	 -0.8 	 0 	 0 	 0
6.66667e-09 	 -0.799 	 0 	 0 	 0
1.33333e-08 	 -0.798 	 0 	 0 	 0
2e-08 	 -0.797 	 0 	 0 	 0
2.66667e-08 	 -0.796 	 0 	 0 	 0
3.33333e-08 	 -0.795 	 0 	 0 	 0
4e-08 	 -0.794 	 0 	 0 	 0
4.66667e-08 	 -0.793 	 0 	 0 	 0
5.33333e-08 	 -0.792 	 0 	 0 	 0
6e-08 	 -0.791 	 0 	 0 	 0
6.66667e-08 	 -0.79 	 0 	 0 	 0
7.33333e-08 	 -0.789 	 0 	 0 	 0
8e-08 	 -0.788 	 0 	 0 	 0
8.66667e-08 	 -0.787 	 0 	 0 	 0
9.33333e-08 	 -0.786 	 0 	 0 	 0
1e-07 	 -0.785 	 0 	 0 	 0
1.06667e-07 	 -0.784 	 0 	 0 	 0
1.13333e-07 	 -0.783 	 0 	 0 	 0
1.2e-07 	 -0.782 	 0 	 0 	 0
1.26667e-07 	 -0.781 	 0 	 0 	 0
1.33333e-07 	 -0.78 	 0 	 0 	 0
1.4e-07 	 -0.779 	 0 	 0 	 0
1.46667e-07 	 -0.778 	 0 	 0 	 0
1.53333e-07 	 -0.777 	 0 	 0 	 0
1.6e-07 	 -0.776 	 0 	 0 	 0
1.66667e-07 	 -0.775 	 0 	 0 	 0
1.73333e-07 	 -0.774 	 0 	 0 	 0
1.8e-07 	 -0.773 	 0 	 0 	 0
1.86667e-07 	 -0.772 	 0 	 0 	 0
1.93333e-07 	 -0.771 	 0 	 0 	 0
2e-07 	 -0.77 	 0 	 0 	 0
2.06667e-07 	 -0.769 	 0 	 0 	 0
2.13333e-07 	 -0.768 	 0 	 0 	 0
2.2e-07 	 -0.767 	 0 	 0 	 0
2.26667e-07 	 -0.766 	 0 	 0 	 0
2.33333e-07 	 -0.765 	 0 	 0 	 0
2.4e-07 	 -0.764 	 0 	 0 	 0
2.46667e-07 	 -0.763 	 0 	 0 	 0
2.53333e-07 	 -0.762 	 0 	 0 	 0
2.6e-07 	 -0.761 	 0 	 0 	 0
2.66667e-07 	 -0.76 	 0 	 0 	 0
2.73333e-07 	 -0.759 	 0 	 0 	 0
2.8e-07 	 -0.758 	 0 	 0 	 0
2.86667e-07 	 -0.757 	 0 	 0 	 0
2.93333e-07 	 -0.756 	 0 	 0 	 0
3e-07 	 -0.755 	 0 	 0 	 0
3.06667e-07 	 -0.754 	 0 	 0 	 0
3.13333e-07 	 -0.753 	 0 	 0 	 0
3.2e-07 	 -0.752 	 0 	 0 	 0
3.26667e-07 	 -0.751 	 0 	 0 	 0
3.33333e-07 	 -0.75 	 0 	 0 	 0
3.4e-07 	 -0.749 	 0 	 0 	 0
3.46667e-07 	 -0.748 	 0 	 0 	 0
3.53333e-07 	 -0.747 	 0 	 0 	 0
