# (t) 	 (c tau) 	 (p0) 	 (pzD) 	 (p0FF)
0 	 -4.4 	 0 	 0 	 0
6.66667e-09 	 -4.399 	 0 	 0 	 0
1.33333e-08 	 -4.398 	 0 	 0 	 0
2e-08 	 -4.397 	 0 	 0 	 0
2.66667e-08 	 -4.396 	 0 	 0 	 0
3.33333e-08 	 -4.395 	 0 	 0 	 0
4e-08 	 -4.394 	 0 	 0 	 0
4.66667e-08 	 -4.393 	 0 	 0 	 0
5.33333e-08 	 -4.392 	 0 	 0 	 0
6e-08 	 -4.391 	 0 	 0 	 0
6.66667e-08 	 -4.39 	 0 	 0 	 0
7.33333e-08 	 -4.389 	 0 	 0 	 0
8e-08 	 -4.388 	 0 	 0 	 0
8.66667e-08 	 -4.387 	 0 	 0 	 0
9.33333e-08 	 -4.386 	 0 	 0 	 0
1e-07 	 -4.385 	 0 	 0 	 0
1.06667e-07 	 -4.384 	 0 	 0 	 0
1.13333e-07 	 -4.383 	 0 	 0 	 0
1.2e-07 	 -4.382 	 0 	 0 	 0
1.26667e-07 	 -4.381 	 0 	 0 	 0
1.33333e-07 	 -4.38 	 0 	 0 	 0
1.4e-07 	 -4.379 	 0 	 0 	 0
1.46667e-07 	 -4.378 	 0 	 0 	 0
1.53333e-07 	 -4.377 	 0 	 0 	 0
1.6e-07 	 -4.376 	 0 	 0 	 0
1.66667e-07 	 -4.375 	 0 	 0 	 0
1.73333e-07 	 -4.374 	 0 	 0 	 0
1.8e-07 	 -4.373 	 0 	 0 	 0
1.86667e-07 	 -4.372 	 0 	 0 	 0
1.93333e-07 	 -4.371 	 0 	 0 	 0
2e-07 	 -4.37 	 0 	 0 	 0
2.06667e-07 	 -4.369 	 0 	 0 	 0
2.13333e-07 	 -4.368 	 0 	 0 	 0
2.2e-07 	 -4.367 	 0 	 0 	 0
2.26667e-07 	 -4.366 	 0 	 0 	 0
2.33333e-07 	 -4.365 	 0 	 0 	 0
2.4e-07 	 -4.364 	 0 	 0 	 0
2.46667e-07 	 -4.363 	 0 	 0 	 0
2.53333e-07 	 -4.362 	 0 	 0 	 0
2.6e-07 	 -4.361 	 0 	 0 	 0
2.66667e-07 	 -4.36 	 0 	 0 	 0
2.73333e-07 	 -4.359 	 0 	 0 	 0
2.8e-07 	 -4.358 	 0 	 0 	 0
2.86667e-07 	 -4.357 	 0 	 0 	 0
2.93333e-07 	 -4.356 	 0 	 0 	 0
3e-07 	 -4.355 	 0 	 0 	 0
3.06667e-07 	 -4.354 	 0 	 0 	 0
3.13333e-07 	 -4.353 	 0 	 0 	 0
3.2e-07 	 -4.352 	 0 	 0 	 0
3.26667e-07 	 -4.351 	 0 	 0 	 0
3.33333e-07 	 -4.35 	 0 	 0 	 0
3.4e-07 	 -4.349 	 0 	 0 	 0
3.46667e-07 	 -4.348 	 0 	 0 	 0
3.53333e-07 	 -4.347 	 0 	 0 	 0
3.6e-07 	 -4.346 	 0 	 0 	 0
3.66667e-07 	 -4.345 	 0 	 0 	 0
3.73333e-07 	 -4.344 	 0 	 0 	 0
3.8e-07 	 -4.343 	 0 	 0 	 0
3.86667e-07 	 -4.342 	 0 	 0 	 0
3.93333e-07 	 -4.341 	 0 	 0 	 0
4e-07 	 -4.34 	 0 	 0 	 0
4.06667e-07 	 -4.339 	 0 	 0 	 0
4.13333e-07 	 -4.338 	 0 	 0 	 0
4.2e-07 	 -4.337 	 0 	 0 	 0
4.26667e-07 	 -4.336 	 0 	 0 	 0
4.33333e-07 	 -4.335 	 0 	 0 	 0
4.4e-07 	 -4.334 	 0 	 0 	 0
4.46667e-07 	 -4.333 	 0 	 0 	 0
4.53333e-07 	 -4.332 	 0 	 0 	 0
4.6e-07 	 -4.331 	 0 	 0 	 0
4.66667e-07 	 -4.33 	 0 	 0 	 0
4.73333e-07 	 -4.329 	 0 	 0 	 0
4.8e-07 	 -4.328 	 0 	 0 	 0
4.86667e-07 	 -4.327 	 0 	 0 	 0
4.93333e-07 	 -4.326 	 0 	 0 	 0
5e-07 	 -4.325 	 0 	 0 	 0
5.06667e-07 	 -4.324 	 0 	 0 	 0
5.13333e-07 	 -4.323 	 0 	 0 	 0
5.2e-07 	 -4.322 	 0 	 0 	 0
5.26667e-07 	 -4.321 	 0 	 0 	 0
5.33333e-07 	 -4.32 	 0 	 0 	 0
5.4e-07 	 -4.319 	 0 	 0 	 0
5.46667e-07 	 -4.318 	 0 	 0 	 0
5.53333e-07 	 -4.317 	 0 	 0 	 0
5.6e-07 	 -4.316 	 0 	 0 	 0
5.66667e-07 	 -4.315 	 0 	 0 	 0
5.73333e-07 	 -4.314 	 0 	 0 	 0
5.8e-07 	 -4.313 	 0 	 0 	 0
5.86667e-07 	 -4.312 	 0 	 0 	 0
5.93333e-07 	 -4.311 	 0 	 0 	 0
6e-07 	 -4.31 	 0 	 0 	 0
6.06667e-07 	 -4.309 	 0 	 0 	 0
6.13333e-07 	 -4.308 	 0 	 0 	 0
6.2e-07 	 -4.307 	 0 	 0 	 0
6.26667e-07 	 -4.306 	 0 	 0 	 0
6.33333e-07 	 -4.305 	 0 	 0 	 0
6.4e-07 	 -4.304 	 0 	 0 	 0
6.46667e-07 	 -4.303 	 0 	 0 	 0
6.53333e-07 	 -4.302 	 0 	 0 	 0
6.6e-07 	 -4.301 	 0 	 0 	 0
6.66667e-07 	 -4.3 	 0 	 0 	 0
6.73333e-07 	 -4.299 	 0 	 0 	 0
6.8e-07 	 -4.298 	 0 	 0 	 0
6.86667e-07 	 -4.297 	 0 	 0 	 0
6.93333e-07 	 -4.296 	 0 	 0 	 0
7e-07 	 -4.295 	 0 	 0 	 0
7.06667e-07 	 -4.294 	 0 	 0 	 0
